init_x_idx,loop_num,base_pos_x,base_pos_y,base_bearing,x_true_x,x_true_y,x_true_theta,x_est_x,x_est_y,x_est_theta,Sigma_est_x,Sigma_est_y,Sigma_est_theta
2,0,-2.0,3.0,0.785413110879955,-2.0,3.0,0.785413110879955,-2.0021537397849714,3.000353916758386,0.7868695223581967,3.7508879964232023e-06,8.628218820527778e-06,9.259173836539958e-07
2,0,-2.0000287475440985,2.9999713175027107,0.7854125187318349,-2.0000287475440985,2.9999713175027107,0.7854125187318349,-2.0010094256489204,3.002156475196372,0.7818746366683037,2.8920256375973024e-06,5.9675390398092255e-06,7.152458856861243e-07
2,0,-2.0000645600802383,2.9999355993557915,0.7854119911525399,-2.0000645600802383,2.9999355993557915,0.7854119911525399,-2.000985113186849,2.9989223703331565,0.7840428769577952,2.853808638537472e-06,5.631798506220936e-06,6.988602719175936e-07
2,0,-2.000107144440999,2.9998937737085227,0.785412756861257,-2.000107144440999,2.9998937737085227,0.785412756861257,-2.000184791073625,3.0009123426140336,0.781431795332333,2.852178023608535e-06,5.585680849484435e-06,6.97730309406655e-07
2,0,-2.000157091649147,2.9998464437121197,0.7854159567833235,-2.000157091649147,2.9998464437121197,0.7854159567833235,-2.003585106595433,2.997263237134623,0.7823730244799024,2.8561184660521183e-06,5.569802973183667e-06,6.970214379089514e-07
2,0,-2.0002135179632914,2.9997943577783395,0.7854235303175018,-2.0002135179632914,2.9997943577783395,0.7854235303175018,-1.999703107045241,2.99732314807317,0.7820197542342461,2.838959442280477e-06,5.60755553859545e-06,6.983043304805713e-07
2,0,-2.000275564114682,2.999738221520765,0.7854345766092584,-2.000275564114682,2.999738221520765,0.7854345766092584,-2.0015790258423234,2.999100447164034,0.7830975590054641,2.858808623094462e-06,5.567333958802506e-06,6.978198672911364e-07
2,0,-2.000342710508371,2.9996783627212897,0.7854487440166513,-2.000342710508371,2.9996783627212897,0.7854487440166513,-2.0039571296389935,2.99991462770225,0.7828742252608646,2.8494911129591695e-06,5.584093324742184e-06,6.976811118781959e-07
2,0,-2.00041454625091,2.9996149688413225,0.7854658913003071,-2.00041454625091,2.9996149688413225,0.7854658913003071,-2.0009219571382144,3.000285218813535,0.7819667606885922,2.8363396432827313e-06,5.6142653945320496e-06,6.979223580773375e-07
2,0,-2.0004907408880945,2.999546265062203,0.7854810790606402,-2.0004907408880945,2.999546265062203,0.7854810790606402,-2.001887890015888,3.000867390255902,0.783970553744439,2.8514780730641938e-06,5.582388952177119e-06,6.973378658557227e-07
2,0,-2.0005963969418525,2.999410009476496,0.7853837665797605,-2.0005963969418525,2.999410009476496,0.7853837665797605,-2.0009502852701506,2.9989175932710075,0.7823588632629391,2.846912089873626e-06,5.5894961942508005e-06,6.972895502863413e-07
2,0,-2.00070444257134,2.9992696000553147,0.7852826953291171,-2.00070444257134,2.9992696000553147,0.7852826953291171,-2.000469052810443,3.000638686428328,0.7825183178821713,2.8520841786987465e-06,5.579274814339583e-06,6.975283373950469e-07
2,0,-2.0008182557693917,2.9991196753341307,0.7851736992196217,-2.0008182557693917,2.9991196753341307,0.7851736992196217,-2.003117264299903,3.000196974607764,0.7823091236743798,2.8546223364056253e-06,5.572374513034703e-06,6.971092590275089e-07
2,0,-2.00093367448323,2.9989681575516167,0.7850646200701527,-2.00093367448323,2.9989681575516167,0.7850646200701527,-2.003129594676775,2.99933434192009,0.7810438693278937,2.8408360841520327e-06,5.602468747687335e-06,6.976077840737472e-07
2,0,-2.0010505648282693,2.9988151821011932,0.7849554470143673,-2.0010505648282693,2.9988151821011932,0.7849554470143673,-1.9999914408276906,2.9977193836399043,0.780738357519192,2.8403135774056053e-06,5.606712092688188e-06,6.978845277849156e-07
2,0,-2.0011688126233933,2.99866086452416,0.7848461703864207,-2.0011688126233933,2.99866086452416,0.7848461703864207,-2.0000453966359975,2.998874244369798,0.7814982378398548,2.8572092085674336e-06,5.570313204703495e-06,6.977087577299649e-07
2,0,-2.0012883217989823,2.9985053021289896,0.78473678147253,-2.0012883217989823,2.9985053021289896,0.78473678147253,-2.0013642257678157,2.9956174497703474,0.7822956918597211,2.8576369031745253e-06,5.566270873065739e-06,6.974326745221144e-07
2,0,-2.001446808066541,2.9983394528870164,0.784687388098362,-2.001446808066541,2.9983394528870164,0.784687388098362,-2.0030085004986606,2.997632618519648,0.7826879274535393,2.851019785236894e-06,5.580886923137431e-06,6.983164552779996e-07
2,0,-2.0016099445994904,2.9981715550486605,0.7846433930718347,-2.0016099445994904,2.9981715550486605,0.7846433930718347,-2.0022921163646914,2.9977880101600856,0.7811457501967966,2.841936260905762e-06,5.602900238888385e-06,6.983418886966713e-07
2,0,-2.0017772462563315,2.998001794643462,0.784604179109037,-2.0017772462563315,2.998001794643462,0.784604179109037,-2.002999665538831,3.000164548907816,0.7811709626505402,2.8451770883939933e-06,5.597173760872314e-06,6.981780082877638e-07
2,0,-2.0019482775789594,2.997830330969549,0.7845691763523097,-2.0019482775789594,2.997830330969549,0.7845691763523097,-2.00014629989984,2.9958010033170783,0.7820089946098637,2.8411671289296506e-06,5.604708706578052e-06,6.97769034780716e-07
2,0,-2.0021224990755706,2.9976573470281203,0.7845376457119055,-2.0021224990755706,2.9976573470281203,0.7845376457119055,-1.9997683392882841,2.99536939842336,0.7815609005175128,2.856597287463648e-06,5.571688185308595e-06,6.981266371484032e-07
2,0,-2.002299315487392,2.99748304091885,0.7845087615175343,-2.002299315487392,2.99748304091885,0.7845087615175343,-1.9995462642337418,2.995021385629136,0.782134258381938,2.8597211758327293e-06,5.563091857565358e-06,6.982001546349611e-07
2,0,-2.0024780876858106,2.9973076131696517,0.7844816090949273,-2.0024780876858106,2.9973076131696517,0.7844816090949273,-2.0001357878461303,2.993165285476337,0.782125597827147,2.8611357935656416e-06,5.559396868583513e-06,6.982430389690787e-07
2,0,-2.002658040195908,2.997131301743795,0.7844550637465072,-2.002658040195908,2.997131301743795,0.7844550637465072,-2.001880197534527,2.9958302282483333,0.781294823654502,2.8581872914848647e-06,5.565428979832226e-06,6.987415717134447e-07
2,0,-2.0028387255450997,2.9969542630997728,0.7844285162274041,-2.0028387255450997,2.9969542630997728,0.7844285162274041,-2.003142452368623,2.998759017397421,0.7812738834892586,2.848675433155743e-06,5.587463648235574e-06,6.985726630113831e-07
2,0,-2.0030200908051405,2.996776550229136,0.7844019679482626,-2.0030200908051405,2.996776550229136,0.7844019679482626,-2.004709041286711,2.9993263905059377,0.7820562458432778,2.8410008975305215e-06,5.60534204310911e-06,6.981550600975043e-07
2,0,-2.003202088619391,2.9965982105478015,0.7843754201758354,-2.003202088619391,2.9965982105478015,0.7843754201758354,-2.004353992902513,2.999059915490445,0.7806415724854749,2.832202823650051e-06,5.626133216623819e-06,6.982669198047176e-07
2,0,-2.003384659495834,2.996419303571071,0.7843488743320081,-2.003384659495834,2.996419303571071,0.7843488743320081,-2.0030369127460017,2.997355261450956,0.7813924540435941,2.833648920547669e-06,5.624587204336233e-06,6.982801452485359e-07
2,0,-2.00356776335568,2.9962398694228773,0.7843223314669318,-2.00356776335568,2.9962398694228773,0.7843223314669318,-2.0019832462317084,2.9969381507769657,0.7812142233649957,2.8408100262211448e-06,5.60877817495553e-06,6.984074752109698e-07
2,0,-2.003751358180051,2.9960599501524556,0.7842957926234944,-2.003751358180051,2.9960599501524556,0.7842957926234944,-2.001869301340214,2.9956383744787463,0.7813876436536338,2.8468625225982966e-06,5.594270477266053e-06,6.983187910491847e-07
2,0,-2.003935405262372,2.9958795844921458,0.7842692587525988,-2.003935405262372,2.9958795844921458,0.7842692587525988,-2.003263842492792,2.995874638931918,0.7810414332052159,2.847945362983539e-06,5.590846644085097e-06,6.985533528410419e-07
2,0,-2.0041198660536472,2.99569881100653,0.7842427307657582,-2.0041198660536472,2.99569881100653,0.7842427307657582,-2.004972035666104,2.9940981612012214,0.7808491584693729,2.8407354922672975e-06,5.607010181926432e-06,6.987925319550418e-07
2,0,-2.0043047022556086,2.9955176679995414,0.7842162095338335,-2.0043047022556086,2.9955176679995414,0.7842162095338335,-2.002199261034036,2.9954373649038777,0.7799164048095799,2.8316069525741667e-06,5.6291886160739185e-06,6.995248806115454e-07
2,0,-2.004511771750535,2.995330857126834,0.7842247146272011,-2.004511771750535,2.995330857126834,0.7842247146272011,-2.000582242136677,2.9951968322783835,0.780740933307711,2.8456770595338082e-06,5.599716513755738e-06,6.988567202759242e-07
2,0,-2.004741625985642,2.9951381831773594,0.7842690872927232,-2.004741625985642,2.9951381831773594,0.7842690872927232,-2.002583330474963,2.992184273655893,0.7823986282429434,2.8549016445306344e-06,5.576505308893325e-06,6.984979955121836e-07
2,0,-2.0049742784434867,2.994944460066456,0.78431730068071,-2.0049742784434867,2.994944460066456,0.78431730068071,-2.0033941869455743,2.9938074248228412,0.7824778415349575,2.8448051838663255e-06,5.596355462532402e-06,6.994322216434411e-07
2,0,-2.005208223185526,2.9947500728966006,0.7843669945279657,-2.005208223185526,2.9947500728966006,0.7843669945279657,-2.0056708511731545,2.9956670555857188,0.781352235699932,2.840188332607304e-06,5.609492667939688e-06,6.994052710699361e-07
2,0,-2.0054426633837314,2.9945552452262185,0.7844169620975304,-2.0054426633837314,2.9945552452262185,0.7844169620975304,-2.006464432514775,2.994632947104791,0.7803977546446788,2.828020908916175e-06,5.6384442243643745e-06,6.994259330613974e-07
2,0,-2.005677472272305,2.9943600391519514,0.7844670705989565,-2.005677472272305,2.9943600391519514,0.7844670705989565,-2.0055283860164246,2.9925272400624956,0.780864193969216,2.823338674113978e-06,5.651484356065136e-06,6.998033079213423e-07
2,0,-2.0059232254988615,2.9941209641984794,0.7844475053298493,-2.0059232254988615,2.9941209641984794,0.7844475053298493,-2.0068113992405103,2.9917741699306126,0.7812579653040921,2.827944533074357e-06,5.641788428237939e-06,7.001386903060587e-07
2,0,-2.0061776901277795,2.993847708951846,0.7843739188087964,-2.0061776901277795,2.993847708951846,0.7843739188087964,-2.00585905907379,2.9937403380215373,0.7817720876084597,2.8216845649554844e-06,5.655864146114405e-06,7.005902659888045e-07
2,0,-2.006432766604581,2.9935738547496222,0.7843002765935057,-2.006432766604581,2.9935738547496222,0.7843002765935057,-2.0070643074405643,2.994677963963015,0.781545528047882,2.8263171006382013e-06,5.6470995716694406e-06,7.000803967324434e-07
2,0,-2.006688406853902,2.9932994499758627,0.784226576309348,-2.006688406853902,2.9932994499758627,0.784226576309348,-2.007407829567493,2.997768485941414,0.7809924193030371,2.820280282538947e-06,5.66023187414571e-06,7.00021352400025e-07
2,0,-2.0069445688716563,2.993024536917347,0.7841528158432925,-2.0069445688716563,2.993024536917347,0.7841528158432925,-2.00711661409347,2.9971620688803995,0.7803287611992302,2.8179421744589416e-06,5.666305153127617e-06,6.994270489698339e-07
2,0,-2.0072012072396848,2.9927491612334873,0.7840789933338863,-2.0072012072396848,2.9927491612334873,0.7840789933338863,-2.005652039843341,2.9905379728066563,0.7809562198424289,2.8192250696308145e-06,5.663247468053183e-06,6.99402557328738e-07
2,0,-2.0074582804280348,2.9924733646682604,0.784005107157255,-2.0074582804280348,2.9924733646682604,0.784005107157255,-2.005073515930336,2.9900988772723807,0.7808189504034038,2.826808473616332e-06,5.643915309583799e-06,7.005124695373138e-07
2,0,-2.0077157543293893,2.9921971815285855,0.7839311558741654,-2.0077157543293893,2.9921971815285855,0.7839311558741654,-2.0056274214786267,2.991169711707655,0.7807121929091283,2.830593511995907e-06,5.634994600234908e-06,7.006739828295817e-07
2,0,-2.0079735990967973,2.9919206418451605,0.7838571382028502,-2.0079735990967973,2.9919206418451605,0.7838571382028502,-2.008888055712515,2.9916934382599476,0.7811891344570001,2.8280621925915777e-06,5.640876134574635e-06,7.005721756059898e-07
2,0,-2.008231787596077,2.9916437729197085,0.7837830530035833,-2.008231787596077,2.9916437729197085,0.7837830530035833,-2.0075704641550054,2.98960380219052,0.7813187973982185,2.811288531605035e-06,5.680828339144168e-06,7.010698526904397e-07
2,0,-2.008502597423277,2.9913635912715644,0.7837286733004201,-2.008502597423277,2.9913635912715644,0.7837286733004201,-2.008326073788747,2.992342898999622,0.7813286382263326,2.816853902989117e-06,5.66985241781457e-06,7.013466430721183e-07
2,0,-2.0087948792678474,2.9910779052773524,0.7837082160004193,-2.0087948792678474,2.9910779052773524,0.7837082160004193,-2.010516858288729,2.9966900112170487,0.78146078701232,2.813676739200046e-06,5.6785189164038055e-06,7.009672703726559e-07
2,0,-2.0090877608534643,2.9907917723103448,0.7836880894943744,-2.0090877608534643,2.9907917723103448,0.7836880894943744,-2.0086660550872306,2.992054266621334,0.7807710338440385,2.8024129512622187e-06,5.706473933126258e-06,7.004205230452608e-07
